,sale_date,item_name,item_tags,item_price,item_quantity,store_location,customer_gender,customer_age,customer_email,customer_satisfaction,coupon_used,purchase_method
847,2017-01-12 17:51:45.694,"['notepad', 'pens']","[['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('12.04'), Decimal128('45.06')]","[4, 2]",New York,M,52,veg@cicmezog.au,5,False,Online
848,2014-10-20 01:30:54.126,"['notepad', 'backpack', 'binder', 'notepad', 'laptop', 'binder', 'notepad', 'pens', 'envelopes']","[['office', 'writing', 'school'], ['school', 'travel', 'kids'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['electronics', 'school', 'office'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general']]","[Decimal128('19.1'), Decimal128('175.79'), Decimal128('23.42'), Decimal128('11.12'), Decimal128('976.27'), Decimal128('20.48'), Decimal128('38.89'), Decimal128('78.46'), Decimal128('7.48')]","[3, 5, 1, 5, 3, 10, 3, 2, 8]",London,M,62,fibag@wipa.cx,5,True,Online
849,2014-05-05 23:32:48.883,"['pens', 'laptop', 'envelopes']","[['writing', 'office', 'school', 'stationary'], ['electronics', 'school', 'office'], ['stationary', 'office', 'general']]","[Decimal128('26.15'), Decimal128('1499.98'), Decimal128('20.57')]","[4, 4, 9]",Denver,F,45,les@ro.dz,4,False,Online
850,2015-10-16 15:11:34.478,"['binder', 'notepad', 'pens']","[['school', 'general', 'organization'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('23.63'), Decimal128('14.39'), Decimal128('24.64')]","[7, 3, 3]",Seattle,M,44,acef@ubese.mh,3,False,Online
851,2014-04-09 09:16:39.956,"['binder', 'envelopes', 'notepad', 'pens', 'envelopes', 'printer paper']","[['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['office', 'stationary']]","[Decimal128('10.07'), Decimal128('14.06'), Decimal128('35.56'), Decimal128('42.59'), Decimal128('21.79'), Decimal128('46.11')]","[8, 3, 2, 5, 3, 10]",Seattle,F,65,ko@ligag.yt,5,False,In store
852,2015-11-27 04:11:15.010,"['envelopes', 'notepad', 'envelopes', 'binder', 'binder', 'backpack', 'notepad', 'notepad']","[['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['school', 'general', 'organization'], ['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['office', 'writing', 'school']]","[Decimal128('8.86'), Decimal128('9.27'), Decimal128('7.28'), Decimal128('20.62'), Decimal128('21.12'), Decimal128('61.32'), Decimal128('19.54'), Decimal128('28.1')]","[1, 1, 3, 4, 7, 1, 5, 3]",London,F,51,zarokogak@zuv.lc,3,False,Online
853,2015-10-22 21:36:44.569,"['backpack', 'binder', 'printer paper', 'notepad', 'laptop', 'envelopes', 'envelopes', 'pens', 'pens', 'binder']","[['school', 'travel', 'kids'], ['school', 'general', 'organization'], ['office', 'stationary'], ['office', 'writing', 'school'], ['electronics', 'school', 'office'], ['stationary', 'office', 'general'], ['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization']]","[Decimal128('110.81'), Decimal128('16.32'), Decimal128('30.27'), Decimal128('14.14'), Decimal128('1298.77'), Decimal128('10.33'), Decimal128('12.74'), Decimal128('54.3'), Decimal128('48.61'), Decimal128('12.93')]","[1, 9, 10, 4, 2, 2, 8, 5, 3, 1]",San Diego,M,59,hi@paknezu.nu,4,False,In store
854,2016-08-07 01:07:58.072,"['backpack', 'notepad', 'envelopes', 'binder', 'laptop', 'pens', 'printer paper']","[['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['electronics', 'school', 'office'], ['writing', 'office', 'school', 'stationary'], ['office', 'stationary']]","[Decimal128('73.77'), Decimal128('32.37'), Decimal128('16.53'), Decimal128('19.9'), Decimal128('809.24'), Decimal128('42.35'), Decimal128('17.18')]","[3, 3, 4, 3, 5, 4, 8]",London,F,46,sagsi@hushow.nf,3,False,Online
855,2016-02-25 04:56:19.924,"['envelopes', 'pens', 'binder', 'notepad', 'notepad', 'laptop', 'binder', 'envelopes']","[['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['electronics', 'school', 'office'], ['school', 'general', 'organization'], ['stationary', 'office', 'general']]","[Decimal128('19.85'), Decimal128('69.01'), Decimal128('11.15'), Decimal128('20.41'), Decimal128('11.81'), Decimal128('1241.22'), Decimal128('16.87'), Decimal128('21.8')]","[2, 4, 8, 3, 2, 5, 3, 5]",Seattle,F,62,irbopi@fa.li,4,False,In store
856,2017-06-11 12:16:01.917,['binder'],"[['school', 'general', 'organization']]",[Decimal128('28.6')],[5],Denver,F,74,nug@gase.ky,5,False,In store
857,2013-05-20 12:54:04.728,"['envelopes', 'pens', 'notepad', 'backpack', 'envelopes']","[['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['school', 'travel', 'kids'], ['stationary', 'office', 'general']]","[Decimal128('10.72'), Decimal128('10'), Decimal128('5.4'), Decimal128('163.02'), Decimal128('10.64')]","[9, 4, 2, 2, 3]",Seattle,M,62,rake@mu.lr,5,False,In store
858,2017-10-12 01:00:48.136,"['binder', 'binder', 'envelopes']","[['school', 'general', 'organization'], ['school', 'general', 'organization'], ['stationary', 'office', 'general']]","[Decimal128('27.26'), Decimal128('14.05'), Decimal128('14.4')]","[3, 2, 5]",Denver,M,28,dagu@es.fm,3,True,In store
859,2016-05-05 05:06:54.359,"['envelopes', 'pens', 'laptop', 'binder', 'notepad']","[['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary'], ['electronics', 'school', 'office'], ['school', 'general', 'organization'], ['office', 'writing', 'school']]","[Decimal128('24.18'), Decimal128('57.88'), Decimal128('1282.28'), Decimal128('27.96'), Decimal128('8.89')]","[4, 2, 5, 3, 1]",Austin,F,58,bovupa@mu.pm,5,False,Online
860,2014-12-21 13:55:18.844,"['printer paper', 'laptop', 'backpack']","[['office', 'stationary'], ['electronics', 'school', 'office'], ['school', 'travel', 'kids']]","[Decimal128('18.2'), Decimal128('880.45'), Decimal128('139.3')]","[4, 5, 1]",Austin,M,35,uka@kaj.bn,4,False,In store
861,2017-03-13 16:37:12.464,"['notepad', 'envelopes', 'notepad', 'notepad']","[['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['office', 'writing', 'school']]","[Decimal128('6.63'), Decimal128('23.92'), Decimal128('27.5'), Decimal128('24.29')]","[4, 6, 3, 5]",Denver,F,32,fed@pesori.cf,4,False,Online
862,2015-11-10 01:41:26.238,"['pens', 'notepad', 'envelopes', 'laptop', 'pens', 'binder', 'notepad', 'binder', 'notepad', 'envelopes']","[['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['electronics', 'school', 'office'], ['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['stationary', 'office', 'general']]","[Decimal128('73.22'), Decimal128('32.74'), Decimal128('10.3'), Decimal128('1599.49'), Decimal128('6.61'), Decimal128('27.35'), Decimal128('39.09'), Decimal128('28.2'), Decimal128('13.82'), Decimal128('21.93')]","[4, 4, 10, 1, 2, 2, 1, 6, 3, 5]",Denver,F,39,rosmavgok@hik.vc,1,False,Online
863,2017-10-16 10:39:00.713,"['pens', 'envelopes', 'notepad', 'printer paper', 'backpack']","[['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['office', 'stationary'], ['school', 'travel', 'kids']]","[Decimal128('23.96'), Decimal128('9.77'), Decimal128('26.99'), Decimal128('12.94'), Decimal128('179')]","[3, 5, 5, 3, 4]",Seattle,M,43,kitfob@tog.au,4,True,In store
864,2017-01-13 08:15:21.349,"['pens', 'binder', 'notepad', 'pens', 'laptop', 'envelopes']","[['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['electronics', 'school', 'office'], ['stationary', 'office', 'general']]","[Decimal128('6.45'), Decimal128('24.55'), Decimal128('6.94'), Decimal128('59.59'), Decimal128('855.05'), Decimal128('12.55')]","[5, 7, 4, 3, 4, 6]",Denver,M,66,gaj@wakine.ch,4,False,In store
865,2016-06-20 00:12:44.272,"['notepad', 'envelopes']","[['office', 'writing', 'school'], ['stationary', 'office', 'general']]","[Decimal128('10.94'), Decimal128('11.6')]","[3, 2]",Seattle,F,65,davpa@zosog.pm,4,False,Online
866,2016-02-08 14:18:07.033,"['notepad', 'pens', 'laptop', 'envelopes', 'pens', 'binder', 'binder', 'envelopes', 'printer paper']","[['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['electronics', 'school', 'office'], ['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['office', 'stationary']]","[Decimal128('34.83'), Decimal128('52.97'), Decimal128('1200.25'), Decimal128('20.92'), Decimal128('75.88'), Decimal128('28.9'), Decimal128('25.99'), Decimal128('11.52'), Decimal128('40.69')]","[4, 5, 1, 2, 4, 2, 10, 3, 9]",Denver,M,72,uw@wirwoz.cz,4,False,In store
867,2017-07-11 22:22:56.876,"['backpack', 'notepad', 'pens', 'notepad', 'notepad', 'binder']","[['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['school', 'general', 'organization']]","[Decimal128('198.97'), Decimal128('25.95'), Decimal128('15.3'), Decimal128('6.06'), Decimal128('22.19'), Decimal128('16.06')]","[4, 2, 5, 1, 2, 2]",London,M,50,iteg@fun.an,4,False,In store
868,2013-02-02 17:19:07.075,"['notepad', 'envelopes', 'envelopes', 'notepad', 'pens']","[['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('13.31'), Decimal128('20.33'), Decimal128('19.28'), Decimal128('13.07'), Decimal128('55.19')]","[1, 10, 4, 5, 3]",Seattle,F,45,remiriz@run.sr,5,False,In store
869,2015-03-01 05:16:25.276,"['binder', 'printer paper', 'pens', 'laptop', 'notepad', 'envelopes', 'envelopes', 'notepad', 'pens', 'binder']","[['school', 'general', 'organization'], ['office', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['electronics', 'school', 'office'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization']]","[Decimal128('15.11'), Decimal128('31.51'), Decimal128('27.1'), Decimal128('797.05'), Decimal128('12.09'), Decimal128('15.88'), Decimal128('7.13'), Decimal128('31.46'), Decimal128('71.13'), Decimal128('23.52')]","[9, 8, 3, 4, 3, 7, 6, 4, 2, 7]",Austin,M,41,avhi@oc.fr,5,False,Online
870,2015-05-26 20:53:15.249,['notepad'],"[['office', 'writing', 'school']]",[Decimal128('16.21')],[3],Seattle,F,35,fomowsap@er.fj,4,False,In store
871,2014-05-29 14:19:14.166,"['backpack', 'pens', 'notepad', 'binder', 'laptop', 'envelopes', 'printer paper', 'envelopes', 'binder']","[['school', 'travel', 'kids'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['school', 'general', 'organization'], ['electronics', 'school', 'office'], ['stationary', 'office', 'general'], ['office', 'stationary'], ['stationary', 'office', 'general'], ['school', 'general', 'organization']]","[Decimal128('170.11'), Decimal128('52.99'), Decimal128('30.71'), Decimal128('26.6'), Decimal128('1232.08'), Decimal128('23.23'), Decimal128('37.62'), Decimal128('6.01'), Decimal128('15.36')]","[4, 1, 1, 2, 3, 4, 1, 6, 2]",Austin,F,25,su@affi.bf,4,False,In store
872,2016-03-25 06:59:43.788,"['pens', 'backpack', 'notepad', 'binder', 'laptop', 'binder', 'envelopes', 'printer paper', 'envelopes', 'notepad']","[['writing', 'office', 'school', 'stationary'], ['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['school', 'general', 'organization'], ['electronics', 'school', 'office'], ['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['office', 'stationary'], ['stationary', 'office', 'general'], ['office', 'writing', 'school']]","[Decimal128('43.62'), Decimal128('128.51'), Decimal128('37.34'), Decimal128('19.65'), Decimal128('759.29'), Decimal128('22.22'), Decimal128('16.45'), Decimal128('11.35'), Decimal128('11.53'), Decimal128('25.22')]","[5, 2, 2, 5, 2, 9, 2, 8, 4, 1]",New York,F,37,koha@gufugugob.sk,4,False,Online
873,2017-11-14 20:25:48.261,"['printer paper', 'pens', 'pens', 'notepad', 'envelopes', 'notepad', 'backpack', 'laptop']","[['office', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['school', 'travel', 'kids'], ['electronics', 'school', 'office']]","[Decimal128('11.63'), Decimal128('74.94'), Decimal128('20.56'), Decimal128('34.06'), Decimal128('19.17'), Decimal128('20.61'), Decimal128('45.82'), Decimal128('612.29')]","[6, 4, 4, 2, 2, 1, 1, 2]",Austin,M,46,vu@jomas.pm,5,False,In store
874,2015-06-12 17:27:14.667,"['envelopes', 'laptop', 'binder', 'notepad', 'printer paper', 'pens', 'envelopes']","[['stationary', 'office', 'general'], ['electronics', 'school', 'office'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['office', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general']]","[Decimal128('9'), Decimal128('716.29'), Decimal128('11.92'), Decimal128('34.81'), Decimal128('23.09'), Decimal128('18.31'), Decimal128('18.32')]","[10, 5, 10, 2, 8, 3, 6]",Seattle,F,56,oga@tatga.tf,5,False,In store
875,2015-04-11 16:06:04.374,"['printer paper', 'backpack', 'laptop', 'envelopes', 'binder', 'notepad']","[['office', 'stationary'], ['school', 'travel', 'kids'], ['electronics', 'school', 'office'], ['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['office', 'writing', 'school']]","[Decimal128('47.86'), Decimal128('183.73'), Decimal128('1401.31'), Decimal128('7.96'), Decimal128('24.12'), Decimal128('25.38')]","[10, 5, 1, 9, 9, 5]",Denver,M,56,megahan@tobaguzi.bt,5,False,In store
876,2013-07-31 00:46:42.858,"['binder', 'pens', 'envelopes', 'binder']","[['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['school', 'general', 'organization']]","[Decimal128('28.29'), Decimal128('55.37'), Decimal128('24.78'), Decimal128('25.24')]","[2, 3, 8, 2]",Denver,F,25,janraw@mih.ba,1,False,Online
877,2013-01-24 23:32:57.813,"['pens', 'notepad', 'laptop', 'notepad', 'envelopes']","[['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['electronics', 'school', 'office'], ['office', 'writing', 'school'], ['stationary', 'office', 'general']]","[Decimal128('15.94'), Decimal128('7.67'), Decimal128('744.42'), Decimal128('30.32'), Decimal128('14.01')]","[3, 1, 2, 2, 10]",London,M,47,he@wihodwa.uk,4,False,Online
878,2013-04-30 00:49:13.696,"['binder', 'notepad', 'laptop']","[['school', 'general', 'organization'], ['office', 'writing', 'school'], ['electronics', 'school', 'office']]","[Decimal128('27.98'), Decimal128('21.36'), Decimal128('578.18')]","[5, 3, 5]",New York,F,25,tijiwag@wevvelje.lr,3,False,In store
879,2015-10-23 02:28:10.215,"['laptop', 'notepad', 'printer paper', 'binder', 'notepad', 'notepad', 'envelopes', 'backpack', 'binder']","[['electronics', 'school', 'office'], ['office', 'writing', 'school'], ['office', 'stationary'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['school', 'travel', 'kids'], ['school', 'general', 'organization']]","[Decimal128('1477.32'), Decimal128('5.44'), Decimal128('44.39'), Decimal128('23.74'), Decimal128('30.26'), Decimal128('37.05'), Decimal128('18.88'), Decimal128('144.36'), Decimal128('17.79')]","[5, 1, 6, 1, 5, 5, 9, 4, 9]",Austin,M,39,unukoum@vira.cl,5,False,In store
880,2017-04-06 11:19:57.583,"['pens', 'notepad', 'notepad', 'laptop', 'envelopes', 'printer paper', 'binder']","[['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['electronics', 'school', 'office'], ['stationary', 'office', 'general'], ['office', 'stationary'], ['school', 'general', 'organization']]","[Decimal128('53.54'), Decimal128('34.14'), Decimal128('22.42'), Decimal128('1116.79'), Decimal128('16.89'), Decimal128('14.11'), Decimal128('10.56')]","[4, 3, 4, 2, 1, 3, 5]",New York,M,37,jutfe@ripuhhu.de,4,False,Phone
881,2015-03-21 22:30:14.680,"['laptop', 'envelopes', 'printer paper', 'pens', 'binder', 'envelopes', 'binder', 'notepad', 'backpack']","[['electronics', 'school', 'office'], ['stationary', 'office', 'general'], ['office', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['school', 'travel', 'kids']]","[Decimal128('1251.12'), Decimal128('5.58'), Decimal128('14.97'), Decimal128('55.61'), Decimal128('14.75'), Decimal128('12.62'), Decimal128('12.74'), Decimal128('32.86'), Decimal128('76.72')]","[4, 6, 9, 5, 10, 7, 6, 3, 4]",Denver,F,55,hulek@mim.ma,5,False,In store
882,2014-08-18 06:57:24.934,"['laptop', 'envelopes', 'binder', 'pens', 'pens', 'binder', 'notepad', 'printer paper', 'notepad']","[['electronics', 'school', 'office'], ['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['office', 'writing', 'school'], ['office', 'stationary'], ['office', 'writing', 'school']]","[Decimal128('1095.97'), Decimal128('11.59'), Decimal128('15.74'), Decimal128('72.95'), Decimal128('62.78'), Decimal128('20.62'), Decimal128('37.1'), Decimal128('42'), Decimal128('27.2')]","[4, 2, 3, 3, 3, 10, 2, 3, 3]",Austin,F,50,da@sahwo.co,1,False,Online
883,2013-02-09 21:11:14.617,"['pens', 'binder', 'envelopes', 'backpack', 'laptop', 'printer paper', 'binder', 'envelopes']","[['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['school', 'travel', 'kids'], ['electronics', 'school', 'office'], ['office', 'stationary'], ['school', 'general', 'organization'], ['stationary', 'office', 'general']]","[Decimal128('24.92'), Decimal128('13.07'), Decimal128('14.79'), Decimal128('111.31'), Decimal128('1323.9'), Decimal128('27.8'), Decimal128('15.57'), Decimal128('6.79')]","[5, 8, 6, 5, 1, 9, 10, 10]",San Diego,M,46,tacad@zawevfu.im,4,False,In store
884,2017-12-15 14:55:54.356,['notepad'],"[['office', 'writing', 'school']]",[Decimal128('36.21')],[3],Seattle,M,41,jur@tuobu.do,1,False,In store
885,2017-01-04 21:31:48.959,"['envelopes', 'notepad', 'envelopes']","[['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['stationary', 'office', 'general']]","[Decimal128('14.06'), Decimal128('11.75'), Decimal128('9.74')]","[5, 1, 10]",New York,M,33,li@oli.lu,4,False,Online
886,2015-01-01 09:10:30.502,"['envelopes', 'pens', 'notepad', 'laptop']","[['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['electronics', 'school', 'office']]","[Decimal128('13.16'), Decimal128('63.19'), Decimal128('30.4'), Decimal128('1176.6')]","[1, 5, 5, 4]",Denver,M,61,zup@ediapke.by,3,False,In store
887,2016-11-10 03:47:16.546,"['pens', 'binder', 'binder']","[['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['school', 'general', 'organization']]","[Decimal128('22.92'), Decimal128('26.11'), Decimal128('19.16')]","[2, 7, 6]",Denver,M,17,ikujicbaj@bul.cf,4,False,In store
888,2016-07-04 11:01:33.982,['printer paper'],"[['office', 'stationary']]",[Decimal128('45.87')],[5],Seattle,M,36,ojomais@omeudo.id,4,False,In store
889,2014-07-12 19:34:03.012,"['pens', 'pens', 'envelopes']","[['writing', 'office', 'school', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general']]","[Decimal128('68.57'), Decimal128('18.72'), Decimal128('20.09')]","[1, 1, 6]",London,F,35,pe@ho.cf,5,False,In store
890,2013-08-12 18:55:59.350,"['pens', 'notepad', 'binder', 'binder', 'backpack', 'notepad', 'laptop']","[['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['school', 'general', 'organization'], ['school', 'general', 'organization'], ['school', 'travel', 'kids'], ['office', 'writing', 'school'], ['electronics', 'school', 'office']]","[Decimal128('57.82'), Decimal128('32.88'), Decimal128('11.96'), Decimal128('17.27'), Decimal128('194.49'), Decimal128('6.56'), Decimal128('1380.8')]","[1, 2, 10, 8, 5, 1, 2]",Denver,F,35,bu@ohe.sb,2,True,Online
891,2017-11-22 18:42:50.814,"['laptop', 'pens', 'envelopes', 'printer paper', 'notepad', 'pens', 'envelopes']","[['electronics', 'school', 'office'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['office', 'stationary'], ['office', 'writing', 'school'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general']]","[Decimal128('1248.05'), Decimal128('13.81'), Decimal128('23.69'), Decimal128('30.19'), Decimal128('34.93'), Decimal128('33.51'), Decimal128('21.11')]","[5, 4, 9, 3, 5, 4, 3]",Denver,M,61,vuuja@te.gm,3,False,In store
892,2016-05-24 18:31:11.879,"['binder', 'notepad', 'envelopes', 'printer paper', 'envelopes', 'notepad', 'binder', 'backpack', 'notepad']","[['school', 'general', 'organization'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['office', 'stationary'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['school', 'general', 'organization'], ['school', 'travel', 'kids'], ['office', 'writing', 'school']]","[Decimal128('12.48'), Decimal128('27.08'), Decimal128('9.13'), Decimal128('44.27'), Decimal128('17.78'), Decimal128('13.31'), Decimal128('11.87'), Decimal128('128.6'), Decimal128('27.57')]","[8, 4, 5, 9, 6, 1, 3, 2, 5]",Denver,F,51,telcical@besrael.ca,5,False,Online
893,2017-10-26 00:44:10.888,"['notepad', 'envelopes']","[['office', 'writing', 'school'], ['stationary', 'office', 'general']]","[Decimal128('16.22'), Decimal128('20.34')]","[1, 4]",Denver,F,33,me@suv.mx,4,False,In store
894,2017-02-15 03:14:15.071,"['notepad', 'printer paper']","[['office', 'writing', 'school'], ['office', 'stationary']]","[Decimal128('6.23'), Decimal128('13.87')]","[3, 3]",London,F,46,jodgibzo@ca.ec,2,False,Online
895,2014-11-12 07:17:52.880,"['notepad', 'printer paper', 'binder', 'envelopes', 'pens', 'notepad']","[['office', 'writing', 'school'], ['office', 'stationary'], ['school', 'general', 'organization'], ['stationary', 'office', 'general'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school']]","[Decimal128('14.1'), Decimal128('32.64'), Decimal128('28.86'), Decimal128('17.82'), Decimal128('70.21'), Decimal128('14.13')]","[4, 2, 7, 6, 3, 4]",London,M,57,gojogo@zak.af,2,False,In store
896,2015-02-07 09:47:56.587,"['pens', 'pens', 'envelopes', 'binder', 'printer paper', 'notepad', 'notepad', 'notepad', 'envelopes', 'backpack']","[['writing', 'office', 'school', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general'], ['school', 'general', 'organization'], ['office', 'stationary'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['school', 'travel', 'kids']]","[Decimal128('31.1'), Decimal128('68.23'), Decimal128('13.39'), Decimal128('21.64'), Decimal128('25.06'), Decimal128('13.04'), Decimal128('18.23'), Decimal128('34.44'), Decimal128('18.89'), Decimal128('59.58')]","[1, 3, 4, 2, 9, 3, 1, 1, 2, 1]",Austin,M,24,baf@har.er,5,False,Phone
897,2014-09-30 06:14:42.599,['notepad'],"[['office', 'writing', 'school']]",[Decimal128('20.25')],[1],Denver,F,52,tekohzag@nakuuki.pr,4,False,Online
898,2015-05-21 00:50:53.453,"['binder', 'notepad', 'binder', 'backpack', 'pens', 'pens']","[['school', 'general', 'organization'], ['office', 'writing', 'school'], ['school', 'general', 'organization'], ['school', 'travel', 'kids'], ['writing', 'office', 'school', 'stationary'], ['writing', 'office', 'school', 'stationary']]","[Decimal128('28.95'), Decimal128('21.32'), Decimal128('14.54'), Decimal128('58.43'), Decimal128('79.58'), Decimal128('19.59')]","[4, 5, 3, 1, 4, 1]",Seattle,M,31,mef@bejcesid.cx,3,False,Phone
899,2015-06-14 18:57:05.403,"['notepad', 'notepad', 'envelopes', 'envelopes', 'notepad', 'binder']","[['office', 'writing', 'school'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['stationary', 'office', 'general'], ['office', 'writing', 'school'], ['school', 'general', 'organization']]","[Decimal128('32.37'), Decimal128('18.14'), Decimal128('7.71'), Decimal128('18.5'), Decimal128('12.46'), Decimal128('13.82')]","[4, 4, 10, 2, 3, 3]",Denver,M,37,kujla@dapulda.gn,5,False,Online
900,2014-01-23 14:19:22.766,"['notepad', 'notepad', 'printer paper', 'pens', 'binder', 'laptop', 'binder', 'pens', 'envelopes']","[['office', 'writing', 'school'], ['office', 'writing', 'school'], ['office', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['school', 'general', 'organization'], ['electronics', 'school', 'office'], ['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['stationary', 'office', 'general']]","[Decimal128('12.05'), Decimal128('34.35'), Decimal128('46.85'), Decimal128('55.39'), Decimal128('22.1'), Decimal128('1204.39'), Decimal128('12.46'), Decimal128('32.39'), Decimal128('19.86')]","[5, 5, 5, 4, 4, 2, 4, 2, 7]",Denver,M,42,balhezas@esesibje.fk,5,False,Online
901,2014-09-26 23:04:32.176,"['printer paper', 'pens', 'notepad', 'laptop', 'binder', 'pens', 'notepad', 'envelopes', 'backpack', 'envelopes']","[['office', 'stationary'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['electronics', 'school', 'office'], ['school', 'general', 'organization'], ['writing', 'office', 'school', 'stationary'], ['office', 'writing', 'school'], ['stationary', 'office', 'general'], ['school', 'travel', 'kids'], ['stationary', 'office', 'general']]","[Decimal128('41.23'), Decimal128('68.76'), Decimal128('9.53'), Decimal128('650.44'), Decimal128('23.31'), Decimal128('21.58'), Decimal128('31.26'), Decimal128('10.64'), Decimal128('102.59'), Decimal128('9.65')]","[9, 5, 4, 1, 2, 4, 3, 6, 1, 8]",London,F,69,cijatra@vuune.lc,5,False,In store
